pid,ECategory,Event,ELevel
464102,sports,no,
462184,hobbies,guitar,school
462184,others,computer modding,
241998,sports,football,district
241998,games,swimming,school
464184,sports,none,
464184,games,none,
464184,cultural,none,
464184,hobbies,painting,
464184,others,none,
464274,sports,water bottle filling,school
464274,games,memory game,school
464274,others,solar ambassadors workshop,district
466150,hobbies,drawing,school
466150,others,dance,school
464072,sports,4th std ....stood second in 100 meters race,school
464072,others,have recieved anthony a lopes scholarship for securing highest marks in science in ssc,school
462098,sports,-,
462098,games,-,
462098,cultural,-,
462098,hobbies,-,
462098,others,-,
462158,sports,cricket,school
462158,games,football,
462158,cultural,kabaddi,school
462158,hobbies,dodge ball,
462158,others,langdi,
462056,sports,skating,school
464160,sports,football,school
464160,games,badminton,school
464202,sports,throw ball,district
464202,games,"shotput, karate",school
464202,cultural,"elocution, singing",school
464202,hobbies,"reading books, music, travelling, cooking",school
464202,others,"olympiad, scholarship, ntse",state
468072,sports,football,school
468072,cultural,dance,school
464040,cultural,"street play,mono act",school
464040,hobbies,"dancing,painting,reading",school
464028,sports,no,
464028,games,no,
464028,cultural,no,
464028,hobbies,surfing internet,school
464086,cultural,given 5 levels of trinity college london electronic keyboard grade examinations,
,school,,
464086,hobbies,given elementary and intermediate drawing examinations,school
464086,others,singing and dancing,school
464376,sports,,
464376,games,,
464376,cultural,,
464376,hobbies,,
464376,others,,
464116,sports,football,school
464116,games,running,school
464116,cultural,dance,school
464116,hobbies,gardening,school
470052,cultural,ncc,school
462022,cultural,runner up in college band competition,school
462022,hobbies,"reading, films, guitar, violin, football",
464350,cultural,drawing,school
464350,hobbies,"drawing, reading",school
468050,sports,football,district
468050,hobbies,football,district
464196,sports,badminton,school
464196,hobbies,dance drawing,school
241998,sports,kabaddi,school
468018,sports,kabaddi,school
464024,sports,football,school
464024,cultural,drama,school
464068,sports,,
464068,games,cricket,school
464068,cultural,football,
464068,hobbies,,school
464068,others,watching tv,
462066,sports,karate,state
462120,hobbies,cricket,
464078,cultural,piano grade exam 1 cleared,school
464078,hobbies,"singing, playing guitar,ukelele,piano.",school
464078,others,badminton,
470030,sports,na,
470030,games,na,
470030,cultural,na,
470030,hobbies,na,
470030,others,na,
464266,sports,no,
464266,games,no,
464266,cultural,no,
464266,hobbies,no,
462034,sports,no,
462034,games,no,
462034,cultural,no,
462034,hobbies,drawing,
462034,others,reading,
464286,sports,throwball,district
464286,games,cricket,school
464286,cultural,kabaddi,school
464286,hobbies,carrom,school
464286,others,table tennis,school
241998,sports,football champions for district,district
241998,games,football,
464372,sports,sahodya champions,district
464372,games,football,school
241998,sports,"motorsports basket ball, swimming school team captain",district
241998,cultural,drama,district
241998,hobbies,"drama, motorsports",district
241998,others,diploma in reverse engineering,
241998,cultural,scouts& guides,district
241998,hobbies,playing sports,
464100,others,olympiad exams,national
462250,sports,football,district
462250,cultural,dancing and guitar,school
464108,sports,-,
464108,games,-,
464108,cultural,-,
464108,hobbies,-,
464108,others,-,
464074,sports,football,district
462236,sports,running gold medal,school
462236,games,basketball,school
462236,cultural,dance and singing,school
462186,sports,football,school
468010,sports,football,school
468010,games,carrom,school
468010,hobbies,drawing,district
464314,sports,afl,school
241998,sports,football,school
241998,others,"graphic designing, programming, youtuber in games (football) with credit if 2500000 viewa",
241998,sports,basketball,district
241998,hobbies,drawing,school
241998,sports,basketball,district
241998,cultural,street plays,school
241998,hobbies,"drawing,reading",
462176,sports,vayu house captain,school
462176,cultural,academic minister,school
464182,sports,football,school
470046,sports,"football, cricket",school
470046,games,"chess, carrom",district
470046,hobbies,badminton,school
464282,sports,karate,district
464282,games,football,school
464282,hobbies,"swimming, playing guitar,drawing",school
241998,others,diploma in painting,state
241998,hobbies,dancing,school
241998,others,drawing,school
241998,sports,carrom,school
464018,others,diploma in painting,state
464296,sports,throwball,state
464296,games,table tennis,state
464094,sports,no,
464094,games,no,
464094,cultural,no,
464094,hobbies,drawing,
464250,sports,football,school
464250,games,football,school
464250,hobbies,"playing football, swimming, reading, drawing, writing, reflective writing",school
464178,others,intermediate grade drawing examination,state
464258,sports,football,school
464258,cultural,drama,school
470026,cultural,singing and playing guitar,
470026,hobbies,"singing and playing guitar, playing cricket",
462246,cultural,1st prize in interschool eloucation competition,school
462246,hobbies,"debate, eloucation,drama",school
464362,sports,1st position in dso for squash,district
462168,cultural,dance,
462168,hobbies,cricket,
464084,sports,,
464084,games,,
464084,cultural,,
464084,hobbies,reading,
464084,others,,
464186,sports,football,district
464186,games,chess,school
464186,hobbies,guitar,
462226,hobbies,playing football,school
470002,sports,no,
470002,games,no,
470002,cultural,no,
470002,hobbies,no,
470002,others,no,
462028,others,class viiith scholarship,district
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
241998,hobbies,"reading, singing, music",
241998,others,elementary and intermediate drawing exam,school
464278,sports,kabbadi,district
464278,games,cricket,school
464278,cultural,dance,school
241998,hobbies,badminton,school
241998,others,astronomy,school
241998,sports,mumbai district football association,district
464302,games,chess,school
466106,hobbies,i have participated in debate competition and have won multiple certificates for the same. i have also participated in elocution and given speeches and have won multiple certificates too.,school
466106,others,i have received a best student award and an overall best student award in school.,school
464288,sports,football,district
464288,cultural,dance,school
464288,hobbies,chess,school
464168,sports,football,school
464150,sports,football,
464150,hobbies,"art, football, reading",
468036,hobbies,playing games,
241998,cultural,1st prize in interschool eloucation competition,school
241998,hobbies,"eloucation, debate, drama",
241998,sports,running,school
464248,sports,footbal,school
464218,games,karate,
464218,cultural,music,district
464218,hobbies,"singing,dancing and writing",
466092,cultural,"hindustani classical vocal visharad, international prize winner in singing georgia fest, europe, teach music, etc",national
466092,hobbies,"play harmonium, keyboard, reading",
462026,hobbies,drawing,national
462026,others,craft,
241998,sports,,
241998,games,,
241998,cultural,,
241998,hobbies,,
241998,others,,
464304,sports,,
464304,games,,
464304,cultural,,
464304,hobbies,,
464304,others,,
241998,sports,chess: ranked 21st in aism (8th std),state
241998,cultural,"elocution: ranked 1st, 2nd and 3rd in several interschool and intercollege competitions and fest",school
241998,hobbies,music: trinity certified pianist level 4 (theory) and level 2 (practical),national
470032,sports,football,district
464070,sports,batminton,district
464070,hobbies,dancing,school
466064,sports,"played hockey,handball,football and skating",school
466064,cultural,dummer,national
466064,hobbies,books and research,
466064,others,took part/won in drawing competition,state
466128,cultural,won interschool quiz competition.,school
466128,hobbies,in a 3 dimensional virtual setting,
466128,others,can create various things ( electronics,
462154,sports,football (district level),district
462154,hobbies,basketball,
464030,sports,football,school
462016,sports,cricketer,school
462016,games,cricket,school
462016,cultural,no,
462016,hobbies,playing,school
462016,others,no,
241998,sports,--,
241998,games,--,
241998,cultural,--,
241998,hobbies,music,
464374,sports,no,
464374,games,no,
464374,cultural,no,
464374,hobbies,no,
464374,others,no,
241998,hobbies,drawing,district
462222,sports,best athlete trophy,
won medals in 100m,school,,
462222,games,200m,
462222,cultural,400m,
462222,hobbies,long jump,school
466086,games,athletics,school
466086,hobbies,singinging dancing,school
241998,sports,2 silver medal in vvssc volleyball competition,school
241998,cultural,first prize in group singing + street play,
second prize in group quiz,,,
third prize in street play virar kala krida,school,,
241998,hobbies,first prize in bell making competition,school
241998,others,gold medal in sof ieo olympaid,
gold medal and silver medal in sof imo olympaid,,,
,,,
,school,,
241998,sports,throw ball,district
241998,games,carrom,state
241998,cultural,dance,school
241998,hobbies,dance,school
462092,sports,football,school
241998,sports,"football, running",district
241998,cultural,music,school
241998,hobbies,football,
241998,sports,football,school
241998,games,non,
241998,cultural,non,
241998,hobbies,"dancing , creative writing",school
241998,others,non,
468064,sports,taekwondo,national
468064,games,taekwondo,national
241998,hobbies,"chess,valorant,cricket,studying",
462084,sports,elementary grade drawing examination,school
241998,hobbies,drawing intermediate,state
241998,others,scholarship - 08th standard,state
462082,others,intermediate grade drawing exam with 'a' grade,state
468024,hobbies,art,school
468024,others,tattoo contest,school
462002,cultural,english olympiad gold medal,school
241998,sports,cricket,district
466040,sports,cricket,school
462024,hobbies,painting,school
462024,others,school band,school
241998,games,"football, cricket",school
462210,sports,swimming,school
462210,games,football,school
464130,games,carrom,school
464130,cultural,bharatnatyam,school
464130,hobbies,reading and star gazing,
241998,sports,swimming,school
241998,games,chess,school
241998,hobbies,guitar,school
464162,sports,kyudokan shorin ryu (karate),state
464162,games,abacus,state
464162,cultural,highest marks in science (s.s.c.),school
464162,hobbies,silver medal running 100x4,school
464318,games,backwards spoon racing,school
464318,hobbies,participating in chess tournaments.,
241998,sports,basketball,district
468062,sports,cricket,state
468062,games,badminton,district
468062,cultural,dancing and bodybuilding,school
468062,hobbies,swimming cricket running bodybuilding,
241998,sports,karate,national
241998,games,karate,national
464096,sports,football,school
241998,sports,cricket player,school
241998,sports,cricket,school
241998,games,football,district
241998,games,chess,school
462040,sports,chess,state
462040,games,chess,state
241998,sports,table tennis,school
241998,hobbies,modal united nations debate,school
466138,sports,football,school
466138,hobbies,guitar/drums,school
466172,sports,volleyball,school
466172,games,handball,district
466172,hobbies,"reading,sports,writing",
466172,others,coding competition,school
466110,games,badtminton,school
466110,hobbies,reading books,school
466160,sports,basketball,school
466052,sports,bad,
241998,sports,cricket,school
241998,games,football,school
241998,sports,cricket,school
241998,games,carrom,school
241998,cultural,annual day,school
241998,sports,table tennis,school
241998,sports,judo,school
241998,games,carrom,school
241998,hobbies,"swimming, cycling, volleyball, badminton, cricket, football",
,school,,
241998,others,"singing degree from mumbai gandharva vidyalaya, 6th grade of keyboard completed from trinity college of london",district
241998,sports,judo in many interschool competitions and some other competitors,school
241998,games,swimming,school
241998,hobbies,swimming,school
241998,sports,athlete,school
241998,sports,"basketball, handball",school
241998,hobbies,photography,
462148,sports,cricket,school
462148,games,"chess , carrom",school
241998,sports,badminton,district
241998,games,spell bee,national
241998,cultural,theatre festival,school
241998,sports,badminton,state
241998,games,spell bee,national
241998,cultural,theatre festival,school
462162,sports,no,
462162,games,no,
462162,cultural,no,
462162,hobbies,photography,school
462162,others,no,
241998,sports,badminton,school
241998,games,throwball,school
241998,cultural,elocution competition,school
241998,hobbies,swimming,school
241998,hobbies,learning guitar,
241998,others,did abacus all 8 level co pleted,school
241998,hobbies,painting,school
241998,others,collage making,school
241998,hobbies,collage making,school
241998,others,painting,school
462096,sports,,
462096,games,,
462096,cultural,,
462096,hobbies,,
462096,others,,
241998,sports,running 100m and 200m,state
241998,games,karate,district
241998,cultural,dance,school
241998,sports,football,school
462112,sports,football,school
241998,sports,chess boxing,national
241998,sports,participated in ward-level kho-kho competition multiple times,school
241998,sports,football dso,school
241998,sports,drawing exam,district
241998,sports,throwball,district
241998,games,carrom,state
241998,cultural,dance,school
241998,hobbies,reading,
462068,sports,cricket,
swimming,district,,
462068,hobbies,football,
241998,sports,badminton,school
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
464346,cultural,gold medal in dance competitions,state
464346,hobbies,reading,
241998,games,cricket & football,school
241998,hobbies,swimming,school
241998,others,reading novels,state
241998,games,school level badminton and cricket champion,school
241998,sports,throwball,district
241998,games,carrom,state
241998,cultural,dance,school
241998,hobbies,reading,
241998,others,drawing,school
241998,cultural,master diploma in bharatnatyam,school
241998,hobbies,passed intermediate grade drawing examination,school
241998,others,reading,
466034,hobbies,swimming and skating,school
462012,sports,athletics,district
466018,sports,badminton,school
466018,games,chess,school
466018,cultural,dance,school
466018,hobbies,reading,
241998,hobbies,"building things from scrap, electronic circuits, playing f1 and valorant.",
241998,sports,cricket,school
241998,sports,shoput,school
241998,games,throw ball,school
241998,cultural,dance,school
241998,hobbies,music,
241998,others,"keyboard, piano, guitar",
468068,sports,"cricket, hockey",district
468068,games,,school
468068,cultural,,
468068,hobbies,gaming,
468068,others,non,
464174,sports,cricket,state
464174,games,athletics,district
464174,cultural,table-tennis,state
241998,sports,-,school
241998,games,-,
241998,cultural,-,
241998,hobbies,-,
241998,others,-,
468070,sports,cricket and hockey,district
241998,sports,karate,school
241998,cultural,learnt hindustani classical music- 5 gandharva vidyalaya exams given,
462190,sports,"football,chess",school
241998,hobbies,"tabla. five exams passed from gandharva mahavidyalaya, vashi. appearing for sangeet visharad pratham exam for tabla this year.",
464128,others,science olympiad foundation,national
241998,sports,,
241998,games,,
241998,cultural,,
241998,hobbies,,
241998,others,,
241998,sports,drawing,district
241998,sports,dso level football player,district
241998,games,swimming player,school
241998,cultural,leadership,school
241998,hobbies,"football , reading",
466170,sports,karate,district
466170,cultural,drama,school
466170,hobbies,drawing,school
466170,others,ucmas abacus competition,national
241998,sports,bronze medel in table tennis,district
241998,sports,volleyball,national
241998,cultural,dancing,school
241998,hobbies,writing,school
241998,others,debate,school
464264,sports,indoor/outdoor sports,district
464264,games,"football,badminton,table tennis,athletics",district
464330,sports,yoga,district
464330,games,table tennis,district
241998,hobbies,"gym, basketball",
241998,sports,chess,school
241998,hobbies,swimming,school
464056,sports,"played football for my school team. was captain of my school team. played in clubs,won mssa with school team as captain. played i-league for my club.played several tournaments as mssa,dso,mdfa,mfa.",state
464056,games,won mssa tournament at school level and intercollege football both as captain.,state
464056,hobbies,playing sports and reading.,state
468052,sports,football,district
468052,games,javelin throw,school
468052,hobbies,sports,school
464022,cultural,music,school
464022,hobbies,"musician, keybordist",school
464022,others,national cadet corps,national
241998,sports,,
241998,games,,
462146,sports,represented school and college at district level in football,district
462146,games,football,district
241998,cultural,elementary examination: b grade,
intermediate : b grade,,,
bharatnatyam: 4 exams,state,,
462180,hobbies,cricket football,school
241998,sports,karate,school
466118,sports,drawing - intermediate exam - grade a,state
466118,games,music - vocal: prarambhik and praveshika pratham,
466118,cultural,synthesizer/keyboard: prarambhik and praveshika pratham,
,,,
462156,sports,cricket,school
462156,games,basketball,school
462156,cultural,dance,school
462156,hobbies,reading,
462144,sports,represented school and college in dso level football,district
462144,games,football,district
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,reading working out,
241998,sports,cricket,school
241998,games,basketball,school
241998,cultural,dance,school
241998,hobbies,reading,
241998,sports,drawing - intermediate grade a,
241998,games,vocal and synthesiser: praveshika pratham,
464262,sports,carrom 2nd,district
464262,games,chess,school
464262,hobbies,intermediate drawing,school
464152,sports,mahanagar palika district sports semi finalist football under 19,district
464152,hobbies,badminton,school
464152,others,football,
241998,sports,won gold intra school basketball competition,school
241998,games,won gold in mma fight competition,district
241998,cultural,recieved certificate on kungfu exam completition,district
241998,hobbies,won 1st prize in annual drawing competition in school,school
241998,others,"played in decathlon, yonex and other badminton competitions",state
466056,hobbies,sports,
464370,cultural,drama,school
464370,hobbies,reading books,school
466168,hobbies,intermediate drawing grade examination a grade holder,state
466168,others,interschool science project winner for best innovative project,school
464312,games,chess,district
464312,cultural,acting,school
464312,hobbies,"drawing,watching moves in different languages",school
241998,others,i was school captain and the leader of student council,school
241998,sports,cricket,school
241998,sports,karate black belt,
241998,sports,football,district
241998,games,basketball,school
241998,cultural,table tennis,district
241998,sports,football,district
466140,cultural,"dance, drama, singing",school
241998,sports,part of my shool dso team,district
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
241998,sports,throwball,district
241998,hobbies,drawing,school
462206,sports,rope mallakhamb,school
241998,sports,skating,school
241998,games,karate,
241998,hobbies,dance,
241998,others,swimming,
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
462200,sports,sprinter athlete,school
241998,hobbies,singing performed for shows and won competions,national
470038,sports,no,
470038,games,no,
470038,cultural,no,
470038,hobbies,no,
470038,others,no,
464164,sports,karate (black belt),
464164,games,badminton,
241998,sports,no,
241998,games,no,
241998,cultural,mo,
241998,hobbies,no,
241998,others,no,
466050,sports,boxing,
464154,sports,football and cricket,school
464154,cultural,dance,school
464154,hobbies,"sketching, model making",school
241998,cultural,bharatnatyam dancer,state
241998,sports,football and cricket,school
241998,cultural,dance,school
241998,hobbies,sketching and model making,school
241998,others,scholarship,state
241998,sports,athletics- discus throw and shot put,state
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,cricket,school
468038,sports,,
468038,games,,
468038,cultural,,
468038,hobbies,,
468038,others,,
241998,sports,"football, cricket, swimming",school
241998,games,representing school,school
241998,hobbies,fitness,school
241998,sports,football,school
241998,hobbies,fitness,school
464256,sports,carrom,school
464256,games,badminton,school
241998,sports,karate,school
241998,cultural,bharatnatyam,district
470012,sports,"wrestling ,",district
470012,games,kabaddi,school
241998,sports,football,school
241998,sports,football,district
241998,hobbies,reading,
470050,hobbies,professional photography business,national
470050,others,running,
241998,cultural,tabla,district
466038,hobbies,sports,district
241998,sports,relay,school
241998,games,running,school
241998,cultural,dance,
241998,hobbies,"dance ,reading",school
241998,sports,hockey,school
241998,games,karate,district
466030,sports,volleyball,school
466030,hobbies,learning new skills,school
466030,others,science olympiad exam,national
468030,sports,football,district
241998,sports,roll ball / hand balltournament,district
241998,games,skating competition,district
241998,cultural,participation in m.u.n.s,district
241998,hobbies,photography,
241998,others,abacus competitions,national
464322,sports,basketball,school
464322,games,football,district
241998,sports,"1st prize volleyball,",
,district,,
241998,games,1st prize throwball,district
241998,others,"represented palghar in shotput for a state level association competition,",
selected for state level association volleyball team.,state,,
241998,others,9th in sankalp (ict) national round,
6th in expressmaths national finals,,,
16th in expressmaths national prelims,national,,
462108,hobbies,drawing,state
470034,sports,national athelete participation,national
470034,games,"long jump,triple jump",national
466176,sports,martial arts,state
466176,hobbies,drawing,state
241998,sports,football,school
241998,games,cricket,school
241998,hobbies,cycling,school
241998,sports,football,district
241998,games,table tennis,school
464354,sports,cricket,school
464354,hobbies,keyborad,school
466124,sports,skatting,national
466124,games,karate,district
466124,cultural,chess,school
466002,sports,cricket,district
466002,cultural,dance competition,district
466002,others,abacus (mental math),state
468058,cultural,"theatre, drama, acting",school
468058,hobbies,"singing, painting",school
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
241998,sports,football,school
241998,cultural,drama,school
241998,cultural,anuvrat naitik geet gayan pratyogita ,
year: 2015,,,
national level singing competition ,,,
first position,,,
,,,
anuvrat naitik geet gayan pratyogita ,,,
year: 2017,,,
national level singing competition ,,,
first position,national,,
241998,hobbies,drawing elementary and intermediate exam certificate,
241998,sports,secured 3rd place in inter house basketball tournament,
yellow belt in karate,,,
secured 1st place in all girs kabaddi,school,,
241998,cultural,secured 1st place in inter class orchestra competion,
secured 1st place inter class patriotic singing completition,,,
secured 2nd place in elocution competition,school,,
241998,hobbies,successfully completed young directors course conducted by ryan tv,
secured 3rd place in poetry writing competition,school,,
241998,others,distinction in cambridge english assessment,national
241998,cultural,have hosted a lot of times,
241998,hobbies,reading,
241998,games,"cricket ,basket ball",
241998,hobbies,interest in coding and solving puzzles like rubix cubes.,school
241998,sports,basket ball and cricket,district
241998,sports,swimming,state
241998,sports,football,school
241998,games,athletics,school
241998,cultural,science projects,school
241998,hobbies,creativity and computer skilled,school
241998,others,analytics,school
241998,sports,elementary drawing exam,district
241998,hobbies,taekwondo,school
241998,sports,chess,school
241998,hobbies,programming,
241998,sports,was in the process of selection for dso-basketball.,school
241998,cultural,zonal & district level group folk singing champion/winner(2019),district
241998,others,google webrangers champion/winner ,
all india rank 1(2019)[group],school,,
241998,sports,represented maharashtra and goa on state level for cricket and playing for mumbai u/19 from navroz cricket club and lord northbrook cricket club.,state
241998,hobbies,won a cooking competition in 12th so there's that,school
470048,hobbies,drawing,school
470048,others,dancing,
241998,hobbies,"drwing, dancing",
241998,sports,cricket and football,school
241998,hobbies,football,school
241998,hobbies,football,school
466146,sports,football,school
466146,games,carrom,school
241998,cultural,7 years bharatnatyam classes,school
241998,hobbies,elementary and intermediate exam,school
466112,sports,kho kho dso competition- second place,district
241998,sports,-,
241998,games,-,
241998,cultural,-,
241998,hobbies,-,
241998,others,-,
241998,sports,football,school
241998,sports,athletics,school
241998,hobbies,"skating, swimming , dance",school
462172,sports,football,district
462172,hobbies,playing piano,
468048,sports,football,school
468048,games,football,school
468048,cultural,dance,school
468048,hobbies,dance,school
468048,others,dance,school
241998,sports,mallakhamb,national
241998,sports,,
241998,games,,
241998,cultural,,
241998,hobbies,,
241998,others,,
241998,sports,chess,district
241998,games,chess,district
241998,hobbies,drawing,school
470008,sports,chess,district
470008,games,badminton,district
470008,cultural,singing,school
470008,hobbies,"painting,elocation,craft",school
470008,others,drawing examination.,national
241998,hobbies,painting and drawing,school
241998,sports,"played football in school at state level,played national level i-league for club",national
462046,hobbies,debate,school
466058,sports,football,school
466058,games,football,school
466058,cultural,skit,school
241998,sports,football,district
241998,games,atheletics,state
241998,cultural,tree plantation,
241998,hobbies,colleting cricket cards,
241998,others,good in the sports,
464126,sports,,
466098,sports,played football for mssa club for 2 years,district
466098,games,"football , cricket and throwball",school
466098,cultural,dance,school
466098,hobbies,playing outdoor games,school
241998,sports,baskteball,district
241998,others,muns,school
462054,sports,,
462054,games,,
462054,cultural,,
462054,hobbies,,
462054,others,,
241998,sports,,
241998,games,,
241998,cultural,,
241998,hobbies,,
241998,others,,
241998,sports,karate black belt,school
241998,hobbies,"cycling, running",school
241998,cultural,interschool singing competition first prize,school
241998,hobbies,"singing,drawing",school
464252,sports,badminton,school
464252,games,marathon,
464252,others,cricket,
241998,hobbies,singing,national
462102,games,cricket,district
470024,sports,kabaddi,school
470024,games,drawing,district
241998,sports,cricket,school
241998,games,chess,district
241998,hobbies,tabla,state
468032,sports,volley ball,school
468032,games,football,school
468032,cultural,throwball,school
241998,sports,"won all india football tourment at goa in 2019 and runner ups in 2018,saf 2 times bronze medalist 2 times dso runner ups, 3 times subrato runners up ,independce champ in 2018,inter ryan football tourmenet champ 4 times,played in relaince tourment in 2019 have 27 medals in football",national
241998,games,football,
241998,sports,marchpast,district
241998,sports,taekwondo,state
241998,games,kabaddi,school
241998,cultural,football,
241998,hobbies,leagues of legends,district
241998,others,no,
241998,sports,cricket,school
241998,games,hockey,school
241998,cultural,drama,school
241998,hobbies,guitar,school
466084,sports,cricketer,school
466084,games,arm wrestling,district
466084,hobbies,cricketer,school
462188,sports,participated in chess tournaments,school
462188,games,participated in karate tournaments,state
462188,hobbies,"reading, swimming, cycling",school
462188,others,playing badminton,
241998,sports,basketball,district
241998,games,kho-kho,school
241998,cultural,stem india's biggest quiz,national
241998,hobbies,essay writing,district
241998,sports,football,
241998,games,chess,school
241998,cultural,classical dance- kathak,district
241998,hobbies,"writing, reading.",school
464336,cultural,dance and drama,school
466026,hobbies,"singing, playing piano.",school
241998,sports,kabaddi,district
241998,games,cricket,school
241998,hobbies,maths questions solving,school
241998,others,mtsc exam,district
464058,hobbies,playing cricket,school
241998,sports,athletics,state
241998,games,football,district
462192,sports,football,school
462192,cultural,dance,district
241998,sports,athletics,district
241998,games,football,district
241998,cultural,annual function,school
241998,sports,nil,
241998,games,nil,
241998,cultural,nil,
241998,hobbies,"singing, playing badminton",school
241998,sports,cricket,school
470042,games,chesss,school
241998,sports,none,
241998,games,none,
241998,cultural,none,school
241998,hobbies,none,
241998,others,none,
241998,sports,football,school
241998,sports,running race,school
241998,games,science relay,school
241998,sports,no,
241998,sports,cricket,school
241998,sports,table tennis winner,district
241998,sports,football,district
241998,sports,cricket,district
241998,sports,football,district
241998,sports,handball,national
241998,cultural,"literature and elocution, dance",district
241998,hobbies,music composition and production,
241998,sports,inter school football match winning team lead,school
241998,cultural,took part in many cultural events,school
241998,hobbies,reading,
241998,others,coding .,district
241998,sports,chess,school
241998,games,cricket,school
241998,sports,participated in ward level kho-kho multiple times,school
241998,sports,cricket,school
241998,games,chess,school
241998,cultural,paper presentation,national
241998,sports,basketball,school
241998,hobbies,"dancing , badminton",school
241998,hobbies,drawning,state
241998,hobbies,"singing, dancing,instrument,learning languages,freelancing",
241998,sports,football,district
241998,games,swimming,district
241998,hobbies,coding,school
464294,sports,basketball,district
464294,games,badminton,school
464294,cultural,dance,school
464294,hobbies,elimentory,state
241998,hobbies,football,school
241998,sports,throwball,school
241998,games,football,school
241998,cultural,dance,school
241998,hobbies,dance,school
241998,sports,cricket,school
241998,games,kabbadi,
241998,sports,football,district
241998,games,swimming,school
241998,hobbies,coding,school
241998,sports,basketball,school
241998,games,kho-kho,school
241998,cultural,swimming,school
241998,hobbies,reading books,school
241998,cultural,kathak dance,district
241998,games,running competition,school
241998,hobbies,poster making,school
241998,cultural,annual dance competition,school
241998,hobbies,poster making,school
462132,sports,,
462132,games,,
462132,cultural,,
462132,hobbies,"dancing, drawing",
462132,others,,
464324,sports,football,district
464324,games,athletics,state
241998,sports,basketball,school
241998,hobbies,"dance, badminton",school
241998,sports,"cricke,football",school
241998,games,bgmi,school
241998,hobbies,cricket,
241998,hobbies,"reading, dancing",
241998,others,"oratory skills, elocution",
241998,hobbies,"reading, dancing",
241998,others,"oratory, elocution",
241998,hobbies,cricket,
flute,,,
466116,sports,basket ball,school
466154,sports,dance certificate,school
466100,others,drawing,school
241998,sports,cricket,school
466162,sports,football,school
466162,hobbies,"public speaking, drama",
241998,sports,football,district
241998,games,chess,school
241998,sports,no,
466132,hobbies,"football , cricket",
462248,sports,kabbadi,school
462248,games,football,school
462248,cultural,dance,school
462248,hobbies,"reading, drawing",
466114,sports,cricket,school
466130,cultural,bharatnatyam dancer practicing for last 5 years 3 exams are clear with certificate of gandharva vidyapeeth,state
462126,sports,carrom,state
462126,games,throwball,district
462126,cultural,chess,school
462126,hobbies,spelling bee,district
462126,others,basketball,school
466066,games,esport gaming,school
466066,hobbies,gamer,
241998,sports,dso level discus trow,school
241998,cultural,"group singing ,solo singing",district
241998,hobbies,beatboxing and music production,
241998,others,currently a freelance music producer for wildtrap records,
241998,sports,use to ply football in school and college too,school
241998,games,"played for sum clubs like dazzler, romy",district
241998,cultural,won trophy with 2nd place in inter-collage,school
241998,hobbies,football,
241998,others,played dso from lords universal college,district
462010,sports,basketball,school
462010,games,cricket,school
462010,cultural,badminton,school
241998,sports,chess,school
241998,sports,cricket,school
241998,games,cricket,school
241998,hobbies,drawing,school
241998,sports,basketball and badminton,school
241998,hobbies,musician ,
"plays guitar, keyboard",school,,
241998,sports,football team captain in 9th,school
241998,games,karate bronze medal,national
241998,hobbies,film and photography,
241998,sports,cricket,
241998,games,gaming,
241998,hobbies,cricket,
241998,sports,football,school
241998,games,chess,school
241998,hobbies,football,school
464014,cultural,kathak,school
464014,hobbies,"dance, music, reading, workout, yoga,",school
464014,others,"public speaking, schools english club member",school
241998,others,drawing intermediate exam,national
241998,hobbies,drama acting music,school
464356,games,professional player in video game: fortnite.,national
464356,hobbies,programming,district
241998,sports,skipping,district
241998,sports,2nd in dso(football),school
241998,games,2nd in 1st division (football),district
241998,hobbies,reading novels,
241998,others,travelling,
241998,sports,basketball,district
241998,games,martial arts,school
241998,sports,"taekwondo, dso silver medal",district
241998,sports,"cricket , badminton",school
241998,games,"cricket , badminton",school
241998,sports,no,
241998,sports,runner,school
241998,sports,cricket team,school
241998,hobbies,drama,school
241998,sports,football,district
241998,games,cricket,school
241998,sports,football,district
241998,games,cricket,school
466006,sports,cricket,school
466006,games,carrom,school
466024,cultural,"singing, acting and dancing",school
466024,hobbies,singing and dancing,school
241998,sports,cricket,school
241998,games,tenis,school
241998,cultural,dance,school
241998,sports,kho kho,school
241998,hobbies,exploring new things,school
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
241998,sports,volleyball secured 2nd position,district
241998,games,throwball secured 2nd position,district
241998,sports,,
241998,sports,kho kho,school
241998,games,chess,school
241998,cultural,carrom,
241998,others,cricket,
241998,sports,na,
241998,games,,
241998,cultural,,
241998,hobbies,,
241998,others,,
241998,sports,cricket,
241998,games,gaming,
